Level1,Level2,Level3,Level4,Level5,Address,GID_0,GID_0_NAME,GID_1,GID_1_NAME,NumberOfPollingStations,QuickReportsSubmitted,FormSubmitted,PSISubmitted,NumberOfQuestionsAnswered,NumberOfFlaggedAnswers,ObserversWithForms,ObserversWithQuickReports,ObserversWithPSI,TotalObservers
Republica Moldova,Chișinău,CENTRU,,,"IMSP Spitalul Clinic Republican ""Timofei Moșneaga"", str. N. Testemiţanu nr. 29",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,CENTRU,,,"Instituţia Publică Naţională a Audiovizualului Compania ""Teleradio-Moldova"", str. Mioriţa nr. 1",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,CENTRU,,,"Institutul de Administrație Publică, str. Ialoveni nr. 100",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,CENTRU,,,"Institutul de Zoologie, str. Academiei nr. 1",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,CENTRU,,,"Întreprinderea Municipală de Gestionare a Fondului Locativ nr. 9, str. Ismail nr. 86",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,CENTRU,,,"I. P. Gimnaziul ""Dumitru Matcovschi"", str. George Meniuc nr. 22",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,CENTRU,,,"IPLT ""Academicianul C. Sibirschi"", str. Lech Kaczynski nr.4",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,CENTRU,,,"IPLT ""Mihai Viteazul"", str. Mitropolit Gurie Grosu nr. 4",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,CENTRU,,,"IPLT ""Titu Maiorescu"", șos. Hâncești nr. 13",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,CENTRU,,,"IPLT ""Universul"", şos. Hânceşti nr. 136",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,CENTRU,,,"IPLT ""Vasile Lupu"" , str. Petre Ungureanu nr. 17",MDA,Republica Moldova,MDA.10_1,Chișinău,2,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,CENTRU,,,"Liceul Teoretic cu profil de arte ""Nicolae Sulac"", str. Grenoble nr. 108",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,CENTRU,,,"Secţia de întreţinere a Î. S. ""Calea Ferată din Moldova"", str. Haltei nr. 6",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,CENTRU,,,"Televiziunea, Instituţia Publică Naţională a Audiovizualului Compania ""Teleradio-Moldova"", șos. Hâncești nr. 64",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,CIOCANA,,,"Centrul comunitar ""Convorbitorul"", bd. M. cel Bătrân nr. 7",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,CIOCANA,,,"Centrul de creaţie a copiilor, bd. M. cel Bătrân nr. 7",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,CIOCANA,,,"Centrul de Excelenţă în Energetică şi Electronică, str. M. Sadoveanu nr. 40/2",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,CIOCANA,,,"Centrul medicilor de familie nr. 8, str. Voluntarilor nr. 3",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,CIOCANA,,,"Centrul medicilor de familie nr. 9, str. Uzinelor nr. 23",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,CIOCANA,,,"Gimnaziul ""Steliana Grama"", str. Maria Drăgan nr. 16/2",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,CIOCANA,,,"Gimnaziul ""Steliana Grama"", str. Maria Drăgan nr.16/2",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,CIOCANA,,,"Grădiniţa-creşă nr. 30, str. P. Zadnipru nr. 7/1",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,CIOCANA,,,"Grădiniţa de copii nr. 155, str. Igor Vieru nr. 5/2",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,CIOCANA,,,"Grădiniţa de copii nr. 211, str. Igor Vieru nr. 3/2",MDA,Republica Moldova,MDA.10_1,Chișinău,2,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,CIOCANA,,,Grădinița de copii nr. 225 bd. M. cel Bătrân nr. 14/2,MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,CIOCANA,,,"Grădiniţa de copii nr. 67, str. Otovasca nr. 11",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,CIOCANA,,,"Î.S. ""Moldelectrica"", str. Ciocana nr. 8",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,CIOCANA,,,"Liceul Teoretic ""Constantin Negruzzi"", str. Igor Vieru nr. 6/2",MDA,Republica Moldova,MDA.10_1,Chișinău,2,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,CIOCANA,,,"Liceul Teoretic cu profil de arte ""Mihail Berezovschi"" (bl. ""A"" ), str. Igor Vieru nr. 15/4",MDA,Republica Moldova,MDA.10_1,Chișinău,2,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,CIOCANA,,,"Liceul Teoretic cu profil de arte ""Mihail Berezovschi"" (bl. ""A""), str. Igor Vieru nr. 15/4",MDA,Republica Moldova,MDA.10_1,Chișinău,2,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,CIOCANA,,,"Liceul Teoretic cu profil de arte ""Mihail Berezovschi"" (bl. ""B""), str. Igor Vieru nr. 17/2",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,CIOCANA,,,"Liceul Teoretic cu profil sportiv nr. 2, str. Alecu Russo, 57",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,CIOCANA,,,"Liceul Teoretic ""Dacia"", str. P. Zadnipru nr. 16/4",MDA,Republica Moldova,MDA.10_1,Chișinău,2,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,CIOCANA,,,"Liceul Teoretic ""Gaudeamus"", str. P. Zadnipru nr. 14/4",MDA,Republica Moldova,MDA.10_1,Chișinău,2,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,CIOCANA,,,"Liceul Teoretic ""Ginta Latină"" (blocul ""A""), str. Ginta Latină nr. 9",MDA,Republica Moldova,MDA.10_1,Chișinău,3,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,CIOCANA,,,"Liceul Teoretic ""Ginta Latină"" (blocul ""B""), str. M. Sadoveanu nr. 4/8",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,CIOCANA,,,"Liceul Teoretic ""Olimp"", str. P. Zadnipru nr. 7/1",MDA,Republica Moldova,MDA.10_1,Chișinău,2,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,CIOCANA,,,"Liceul Teoretic ""Petru Zadnipru"", str. N. M. Spătarul nr. 9/3",MDA,Republica Moldova,MDA.10_1,Chișinău,2,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,CIOCANA,,,"S.A. ""Inteh"", str. Meșterul Manole nr. 18",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,CIOCANA,,,"S.A. ""Macon"", str. Uzinelor nr. 104",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,CIOCANA,,,"S.A. ""Transenergoreparaţia"", str. Transnistria nr. 4",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,CIOCANA,,,"Şcoala primară nr. 12 ""Anatol Popovici"", str. P. Zadnipru nr. 2/4",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,CIOCANA,,,"Şcoala primară nr. 82, str. Maria Drăgan nr. 8/2",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,CIOCANA,,,"Şcoala primară nr. 83 ""Grigore Vieru"", str. N. M.Spătarul nr. 13/3",MDA,Republica Moldova,MDA.10_1,Chișinău,2,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,CIOCANA,,,"Teatrul municipal ""Guguţă"", str. Maria Drăgan nr. 1",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,CIORESCU,,,"Gimnaziul nr. 45, str. Alexandru cel Bun nr. 4",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,CIORESCU,,,"I. P. Liceul Teoretic ""Nicolae Bălcescu"", str. Al. cel Bun nr. 2",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,CIORESCU,,,"Școala de Arte, str. Alexandru cel Bun nr. 19",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,CIORESCU s.FĂUREȘTI,,,"Clubul, s. Făureşti, str. Ogoarelor nr. 58",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,CIORESCU s. GOIAN,,,"Clubul s. Goian, str. Păcii nr. 2",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,CODRU,,,"Biroul Naţional de Statistică, str. Grenoble nr. 106",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,CODRU,,,"Gimnaziul nr. 42, str. Schinoasa-Deal nr. 7",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,CODRU,,,"IMSP Spitalul Clinic de Psihiatrie, Casa de Cultură, str. Costiujeni nr. 3",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,CODRU,,,"Institutul Științifico-practic de Horticultură şi Tehnologii Alimentare, str. Costiujeni nr. 14",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,CODRU,,,"Şcoala primară nr. 88, str. Costiujeni nr. 10",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,COLONIŢA,,,"Centrul de Creaţie şi Agrement, str. Ştefan cel Mare nr. 35",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,COLONIŢA,,,"În incinta Primăriei satului Colonița, str. Ștefan cel Mare nr. 3",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,CONDRIŢA,,,"În incinta Primăriei satului Condriţa, str. Ștefan cel Mare nr. 74",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,CRICOVA,,,"Casa de Cultură, str. Dacia nr. 13",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,CRICOVA,,,"Gimnaziul nr. 77, str. I. Creangă nr. 31",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,CRICOVA,,,"Liceul Teoretic ""Alexei Mateevici"" str. Tineretului nr. 32",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,CRUZEŞTI,,,"Complexul Educaţional ""Gimnaziu - Grădiniţă Cruzeşti"", str. Sfântul Avraam nr. 12",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,DURLEȘTI,,,"Casa de Cultură, str. Alexandru cel Bun nr. 5",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,DURLEȘTI,,,"Centrul de sănătate Durleşti, str. Cartuşa nr. 56",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,DURLEȘTI,,,"Detașamentul Căutare și Salvare nr. 1, mun. Chișinău, str. Alba-Iulia nr. 75/3 - str. T. Vladimirescu",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,DURLEȘTI,,,"Instituția de educație timpurie nr. 3, str. Caucazului nr. 51",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,DURLEȘTI,,,"Liceul Teoretic ""Hyperion"", str. Cartuşa nr. 3",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,DURLEȘTI,,,"Liceului Teoretic Durlești, str. N. Gribov nr. 10",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,DURLEȘTI,,,"S.A. ASCHIM, str. T. Vladimirescu nr. 70",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,GHIDIGHICI,,,"Casa de cultură, str. Ştefan cel Mare nr. 39",MDA,Republica Moldova,MDA.10_1,Chișinău,2,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,GRĂTIEȘTI,,,"I.P. ""Liceul Teoretic Grătiești"", blocul claselor primare, str. Prieteniei nr. 6A",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,GRĂTIEȘTI,,,"I.P. ""Liceul Teoretic Grătiești"", str. Ștefan cel Mare și Sfânt nr. 17",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,GRĂTIEȘTI HULBOACA,,,"Complexul Educațional ""Hulboaca"", str. Ștefan cel Mare și Sfânt nr. 116",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,RIȘCANI,,,"I.S. ""Manejul de Atletică Ușoară"" str. A. Doga nr. 26",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,RÎŞCANI,,,"Academia de Studii Economice din Moldova, str. Mitropolit G. Bănulescu-Bodoni nr. 59, blocul B",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,RÎŞCANI,,,"Academia de Studii Economice din Moldova, str. Mitropolit G. Bănulescu - Bodoni nr. 61, blocul A",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,2,1,32,0,1,0,1,4
Republica Moldova,Chișinău,RÎŞCANI,,,"Asociația Medicală Teritorială Rîșcani, str. Alecu Russo nr. 11",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,RÎŞCANI,,,"Biblioteca de Arte ""Tudor Arghezi"", str. Grădinilor nr. 21",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,RÎŞCANI,,,"Blocul administrativ al Î.S. ""Direcția pentru exploatarea imobilului"", str. Constantin Tănase nr. 6",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,RÎŞCANI,,,Blocul de studii al Universităţii Tehnice din Moldova str. Mirceşti nr. 42,MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,RÎŞCANI,,,"Blocul de studii al Universității Tehnice din Moldova, str. Mirceşti nr. 42",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,RÎŞCANI,,,"Blocul de Studii nr. 5 al Universității Tehnice a Moldovei, str. Studenților nr. 9/7",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,RÎŞCANI,,,"Cantina Societății Comerciale ""Electromaşina"" SRL, str. Petru Rareş nr. 77",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,RÎŞCANI,,,"Centru de formare continuă și leadership, str. Doina nr. 104",MDA,Republica Moldova,MDA.10_1,Chișinău,2,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,RÎŞCANI,,,"Centrul comunitar pentru copii şi tineri ""Andrieş"", str. Socoleni nr. 15",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,RÎŞCANI,,,"Centrul comunitar pentru copii și tineri ""Atlant"", str. Romană nr. 19/1",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,RÎŞCANI,,,"Centrul de Excelență în Economie și Finanțe, str. Miron Costin nr. 26/1",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,1,1,19,0,1,0,1,2
Republica Moldova,Chișinău,RÎŞCANI,,,"Colegiul Pedagogic ""Alexei Mateevici"", str. A. Puşkin nr. 54",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,1,1,19,0,1,0,1,2
Republica Moldova,Chișinău,RÎŞCANI,,,"Colegiul Tehnologic din Chișinău, str. Bogdan Voievod nr. 8/1",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,RÎŞCANI,,,"Direcţia municipală pentru protecţia drepturilor copilului, str. A. Vlăhuţă nr. 3",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,1,0,19,1,1,0,0,1
Republica Moldova,Chișinău,RÎŞCANI,,,"Gimnaziul ""Taras Șevceno"", str. Miron Costin nr. 26",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,1,1,19,1,1,0,1,2
Republica Moldova,Chișinău,RÎŞCANI,,,"Gimnaziul teatral ""I. L. Caragiale"", str. Miron Costin nr. 19/7",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,RÎŞCANI,,,"Grădinița nr. 51, str. Vasile Badiu nr. 17",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,RÎŞCANI,,,"Grădinița nr. 57, str. Vasile Badiu nr. 8/2",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,RÎŞCANI,,,"Instituția Publică Liceul Tehnologic ORT ""B. Z. Herțli"", str. Nicolae Dimo nr. 7",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,RÎŞCANI,,,"Întreprinderea Municipală de Alimentaţie Publică RÎŞCANI-SC, str. Tudor Vladimirescu nr. 16",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,RÎŞCANI,,,"Întreprinderea Municipală pentru Gestionarea Fondului Locativ nr. 21, str. Gh. Madan nr. 81",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,RÎŞCANI,,,"I. P. Centrul Republican Experimental Reabilitare, Protezare şi Ortopedie, str. Romană nr. 1",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,RÎŞCANI,,,"Liceul-internat Republican de Muzică ""Ciprian Porumbescu"", str. Kiev nr. 1",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,1,1,19,0,1,0,1,2
Republica Moldova,Chișinău,RÎŞCANI,,,"Liceul Teoretic ""Alecu Russo"", str. Alecu Russo nr. 10/2",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,RÎŞCANI,,,"Liceul Teoretic ""Alexandru Ioan Cuza"", str. Poştei nr. 44",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,RÎŞCANI,,,"Liceul Teoretic ""George Călinescu"", str. Ceucari nr. 7",MDA,Republica Moldova,MDA.10_1,Chișinău,2,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,RÎŞCANI,,,"Liceul Teoretic ""George Meniuc"", str. Albişoara nr. 84",MDA,Republica Moldova,MDA.10_1,Chișinău,3,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,RÎŞCANI,,,"Liceul Teoretic ""Ion Creangă"", str. Studenţilor nr. 10/3",MDA,Republica Moldova,MDA.10_1,Chișinău,2,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,RÎŞCANI,,,"Liceul Teoretic ""Kiril şi Metodii"", str. Alexandru Hâjdeu nr. 72",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,RÎŞCANI,,,"Liceul Teoretic ""Lucian Blaga"", str. Alecu Russo nr. 10",MDA,Republica Moldova,MDA.10_1,Chișinău,2,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,RÎŞCANI,,,"Liceul Teoretic ""Matei Basarab"", str. Matei Basarab nr. 14",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,RÎŞCANI,,,"Liceul Teoretic ""Matei Basarab"", str. M. Basarab nr. 14",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,RÎŞCANI,,,"Liceul Teoretic ""Miguel de Cervantes"", str. Avram Iancu nr. 36",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,RÎŞCANI,,,"Liceul Teoretic ""Miguel de Cervantes"", str. Grigore Ureche nr. 30",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,RÎŞCANI,,,"Liceul Teoretic ""Mihail Kogălniceanu"", str. Miron Costin nr. 3",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,RÎŞCANI,,,"Liceul Teoretic ""Mihail Lomonosov"", str. Gh. Madan nr. 83",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,RÎŞCANI,,,"Liceul Teoretic ""Mihail Sadoveanu"", str. Aerodromului nr. 5",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,RÎŞCANI,,,"Liceul Teoretic ""Natalia Gheorghiu"", str. Florilor nr. 6",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,RÎŞCANI,,,"Liceul Teoretic ""Nicolae Milescu Spătarul"", str. Florilor nr. 14/3",MDA,Republica Moldova,MDA.10_1,Chișinău,2,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,RÎŞCANI,,,"S.A. ""Termoelectrica"", str. Tudor Vladimirescu nr. 6",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,RÎŞCANI,,,"Școala Auxiliară nr. 6, str. Miron Costin nr. 13/4",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,RÎŞCANI,,,"Şcoala Primară a L.T ""Alexandru Ioan Cuza"", str. Calea Orheiului nr. 77A",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,RÎŞCANI,,,"Şcoala Primară a L.T ""George Călinescu"", str. Ceucari nr. 4",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,RÎŞCANI,,,"Universitatea de Stat de Educaţie Fizică şi Sport, str. A. Doga nr. 22",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,RÎŞCANI,,,"Universitatea Slavonă, str. Florilor nr. 28/1",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,SÎNGERA,,,"Casa de Cultură Sîngera, str. 31 August 1989 nr. 17",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,SÎNGERA,,,"Liceul Teoretic ""Alexandru cel Bun"", or. Sîngera, str. 31 August 1989 nr. 35/1",MDA,Republica Moldova,MDA.10_1,Chișinău,2,0,1,1,19,0,1,0,1,2
Republica Moldova,Chișinău,SÎNGERA REVACA,,,"Gimnaziul nr. 67, s. Revaca str. Ştefan cel Mare și Sfînt nr. 17",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,SÎNGERA s. DOBROGEA,,,"Gimnaziul nr. 68, s. Dobrogea, str. Ion Creangă nr. 6/1",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,STĂUCENI,,,"Centrul de Excelenţă în Viticultură şi Vinificaţie (blocul de studii), str. Grătieşti nr. 1,",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Chișinău,STĂUCENI,,,"Liceul Teoretic ""Dragoş Vodă"", str. Livezilor nr. 2",MDA,Republica Moldova,MDA.10_1,Chișinău,1,0,0,0,0,0,0,0,0,0
